smiles,value,scaffold_train_test_label,random_train_test_label
O=C(Cc1ccccc1)N1CCC(C(O)CC2c3ccccc3-c3cncn32)CC1,19.5,train,train
O=C(/C=C/c1cccnc1)c1ccc2ccccc2c1,4.4,test,train
CN(C(=O)C1CCc2cc(NS(C)(=O)=O)ccc2O1)[C@H](CN1CC[C@H](O)C1)c1ccccc1,6.2,train,train
O=C(NCc1ccc(S(=O)(=O)c2ccccc2)cc1)N1Cc2ccncc2C1,5,train,train
Nc1ccccc1NC(=O)c1ccc(CNC2=N[C@@H](c3ccccc3)CS2)cc1,0.08,test,test
N#Cc1ccc(Cn2ccc(NC(=O)Cc3ccc(C4(C(F)(F)F)CC4)cc3)n2)nc1,15,test,train
C[C@H](C1=C(CCN(C)Cc2ncc[nH]2)Cc2ccccc21)c1cnccn1,5.852,test,test
CCOC(=O)N(Cc1ccccc1-c1ccccc1)[C@H]1CCNC1,1.21,train,train
C=CCOc1ccc(OCC(O)CNC(C)C)cc1,21,train,train
O=C(c1ccc(C2=CC3(CCNCC3)Oc3ccccc32)cc1)N1CCCC1,4.7,train,test
CCN(CC)C(=O)c1ccc(C2CC3(CCNCC3)Oc3ccccc32)cc1,6.2,train,train
CCN(CC)C(=O)c1ccc(C2=CC3(CCNCC3)Oc3ccccc32)cc1F,5.3,train,train
CNCc1cnc(C)cc1Oc1ccccc1Oc1ccccc1,3.4,train,train
N#Cc1ccc(C(=O)N2CCN(c3ccc(OCCCN4CCCCC4)cc3)C(=O)C2)cc1,77,train,train
CC(C)N1CCC(Oc2ccc3c(c2)cc2n3CCN(CCO)C2=O)CC1,0.9,train,test
Nc1c(Br)cc(Br)cc1CN[C@H]1CC[C@H](O)CC1,0.5574,train,train
C[C@]1(c2cc(NC(=O)c3cnc(OCF)cn3)ccc2F)N=C(N)O[C@H](C2(F)CC2)[C@@H]1F,3.5,train,train
Cn1c(N2CCOC(c3ccccc3)C2)nc(-c2ccncc2)cc1=O,47.4,train,test
CN(C)CCCn1c(=O)n(C2CCN(C(=O)C3CCN(Cc4ccncc4)CC3)CC2)c2ccccc21,1.6,test,test
CN1Cc2ccccc2C(c2ccc3sccc3c2)C1,0.8,train,test
Cc1cc2c(NC(=O)N[C@@H]3CC(C)(C)Oc4cc(F)ccc43)cccc2cn1,17,train,train
Cc1cc(-c2ccc(NC(=O)Cc3cc(C(F)(F)F)cc(C(F)(F)F)c3)cc2)ccn1,13,train,train
O=S(=O)(Nc1ccc(-c2ccncc2)cc1)c1cc(Cl)cc(Cl)c1,0.2,test,train
Cc1ccccc1[C@H](OC[C@H](O)CNC(C)(C)Cc1ccc2ccccc2c1)C1CC1,0.5,train,train
COc1ccccc1CC(c1ccc(F)cc1)N1CCNCC1,12.1,train,train
Cc1cc(C(=O)N2CCC(Oc3ccc4c(c3)CCN(C3CCC3)CC4)CC2)no1,43,train,test
CN(C[C@@H]1CCCN1C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F)C(=O)C1CC1,1.1,train,train
O=C(/C=C/c1cccnc1)c1cccc(Cl)c1,10.6,train,train
O=C(/C=C/c1cccnc1)c1cccc(Br)c1,8,train,test
CCc1coc2ccc(N3C[C@@]4(CN5CCC4CC5)OC3=O)cc12,21,train,train
Cc1cc(Nc2cc(C)c(C#N)c(NCCOc3cccnc3)n2)n[nH]1,9.9,train,train
CC(C)N1CCN(C(=O)N2CCC(NC(=O)C3CCCC3)CC2)CC1,17,train,train
CN(C(=O)c1ccc(-c2ccccc2)s1)[C@H]1CCN(C(=O)N2CC[C@@H](NC3CCC(C)(C)CC3)C2)C1,2.14763,train,train
CCOc1ccc(-c2ccc(C(=O)N(C)[C@H]3CCN(C(=O)N4CC[C@@H](NC5CCC(C)(C)CC5)C4)C3)s2)cc1,12.58925,train,train
Cc1c(F)cccc1[C@H]1COC(N)=N1,32,train,train
O=C(Nc1ccc(Oc2ccc(F)cc2)cc1)[C@@H]1C[C@@H](c2ccccc2)CN1C(=O)Cc1cnc[nH]1,0.663,train,train
O=C(Nc1ccc(Oc2ccc(F)cc2)cc1)[C@@H]1C[C@H](Cc2ccc(F)cc2)CN1C(=O)Cn1cncn1,3.775,train,test
CC(C)(Cc1c[nH]c2ccccc12)NCC(O)COc1ccc(CCC(=O)O)cc1C#N,12,train,train
c1ccc(CSc2nc3ccccc3[nH]2)nc1,8.79,test,train
Cc1cccc(CN(C2CCOCC2)[C@H]2CCNC2)c1Cl,15.7,train,train
CCc1ncnc2cc(OCC(O)CNC(C)(C)Cc3cc4ccccc4[nH]3)c(OC)cc12,0.04,test,train
CCC1C2CC3C4N(C)c5ccccc5C45CC(C2[C@H]5O)N3C1O,1,train,train
N=C(N)NC(=O)c1ccc(C2CCN(C(=O)c3ccncc3)CC2)c(C(F)(F)F)c1,11,test,test
C[C@@H]1c2nnc(-c3csc(-c4ccc(F)cc4F)n3)n2CCN1C(=O)c1ccc(-c2cccs2)cc1,7,train,train
C[C@H]1SC(N)=N[C@@]2(c3ccc(F)cc3F)CO[C@@H](c3cnn(C)c3)C[C@@H]12,19.8,train,train
Cn1cc([C@H]2C[C@H]3[C@@H](CF)SC(N)=N[C@@]3(c3ccc(F)cc3F)CO2)cn1,26.4,train,train
O=C1Nc2ccccc2/C1=C\c1ccc2c(/C=C/c3ccncc3)n[nH]c2c1,20,train,train
C=C[C@]1(C)C[C@@H](OC(=O)CSc2cncc(NC(=O)CN3CCC(O)CC3)c2)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O,11.2,train,train
Cc1cc2c(NC(=O)N[C@@H]3CC(CF)(CF)Oc4cc(Cl)ccc43)cccc2cn1,4.9,train,train
CN[C@H]1Cc2ccccc2[C@H](c2ccc(Cl)c(Cl)c2)C1,0.067,train,train
CN[C@@H]1CCc2ccccc2[C@H]1c1ccc(Cl)c(Cl)c1,0.057,test,train
O=C(Nc1cccnc1)N1CCC(=Cc2cccc(Oc3ccc(C(F)(F)F)cn3)c2)CC1,1.4,train,test
COC[C@@]12CNCC[C@]1(c1ccc(Cl)c(Cl)c1)C2,3,train,train
CC(C)(N)CCCN(C[C@H]1Cc2ccccc2CN1)[C@H]1CCCc2cccnc21,0.345,train,test
Fc1ccc(C(c2ccc(F)cc2)N2CCN(C/C=C/c3ccccc3)CC2)cc1,7.89,train,train
CN(Cc1cc(Br)cc(Br)c1N)C1CCCCC1,0.1958,train,test
O=C(/C=C/c1ccc2c(c1)OCO2)c1cccnc1,14,train,train
O=C(C1CCCCC1)N1CCC(C(O)CC2c3ccccc3-c3cncn32)CC1,9.5,train,train
Cc1ccc(Sc2ccccc2N2CCNCC2)c(Cl)c1,1.5,train,test
Clc1ccc(Sc2ccccc2N2CCNCC2)c(Cl)c1,0.9,train,train
CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccc(N(C)C)cc2)cc1,0.8244,train,test
CC(C)c1nc(C(=O)NC2CCN(CC3CC3)CC2)c2ccccn12,100,train,train
CC(C)c1nc(C(=O)NC2CCN(CCF)CC2)c2ccccn12,93.5,train,test
CC(C)c1nc(C(=O)NC[C@@H]2[C@H]3CN(CC(C)(C)O)C[C@@H]23)c2ccccn12,43.7,train,train
CCCS(=O)(=O)c1ccc2[nH]c(-c3ccccc3-c3ccccc3)nc2c1,15,train,train
CCCS(=O)(=O)c1ccc2[nH]c(-c3ccc(-c4ccccc4)cc3)nc2c1,15,train,train
c1ccc(CN2CCN(Cc3nc(-c4ccccc4)no3)CC2)cc1,10.2,train,train
NCc1noc(-c2n[nH]c3ccccc23)n1,1,train,train
CC(C)(C)NC(=O)NCCN1CC(NC(=O)c2cc(Cl)cc(Cl)c2)C1,4.5,train,train
CS(=O)(=O)N(Cc1ccccc1-c1ccccc1)[C@H]1CCNC1,3.1,train,test
CCN1CCc2cc(C3=CC4(CCNCC4)Oc4ccccc43)ccc2C1=O,2.8,test,test
CCN(CC)C(=O)c1ccc(C2=CC3(CCCNCC3)Oc3ccccc32)cc1,2.6,train,train
CCN(CC)C(=O)c1ccc(C2=CC3(CCNCC3)Oc3ccccc32)cn1,30,train,train
CCN(CC)C(=O)c1ccc(C2=CC3(CCNCC3)Oc3ccccc32)cc1C,9.5,train,train
CCS(=O)(=O)c1cc2cc(C[C@](O)(CC(C)(C)c3ccc(F)cc3C(N)=O)C(F)(F)F)[nH]c2cn1,41,train,test
Cc1c[nH]c2c(Nc3cccc(Cl)c3)ncc(C(=O)N3CCOCC3)c12,14,train,train
COCCS(=O)(=O)c1ccc2c(c1)CN(C(C)=O)C2C(=O)Nc1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,1.1,train,train
O=C(CN1CCCC(c2nc3ccccc3n2Cc2ccc(F)cc2)C1)N1CCCCC1,1.4,test,test
CCN(CCCc1ccc(F)cc1)CC1OC(=O)N(C)CC1(C)NC(=O)Nc1cccc(-c2nnnn2C)c1,9.95,train,train
Cn1cc(-c2cc(C(O)(C(F)(F)F)C(F)(F)F)cnc2N2CCN(S(=O)(=O)c3ccc(N)nc3)CC2)cn1,18,train,train
CN1CC(Cn2nc(-c3cnc4[nH]cc(C(=O)NC(C)(C)C)c4n3)c3cc(OC(F)F)ccc32)C1,19,train,train
Cc1ccc2c(-c3cnc4[nH]cc(C(=O)NC5(C)CCNC5)c4n3)nn(C)c2c1,3,train,train
O=c1[nH]ccn1-c1cccc(O[C@H]2c3ccccc3C[C@@H]2N2CCCC2)c1,3.8,train,test
CC(C)N1CCC[C@H]1CNC(=O)c1cn(C2CCCC2)c(=O)c2c1c1ccccc1n2C,3.89,train,train
CCCN1C[C@H](CSC)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,0.2,train,train
Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,1,train,train
COc1nc(C)cc(N2Cc3cn(-c4cccc(S(C)(=O)=O)c4)nc3[C@H]2C(C)C)n1,24.2,train,train
NC[C@]1(c2cccc(Cl)c2)CC[C@H](N2CCn3c(nnc3C(F)(F)F)C2=O)CC1,4.5,test,train
Nc1nc2c(s1)CC[C@H]2C(=O)Nc1ccc(C[C@@H]2CC[C@H]([C@H](O)c3ccccc3)N2)cc1,18.3,train,train
O=C(C1CCN(Cc2ccncc2)CC1)N1CCC(n2c(=O)n(CCOc3ccccc3)c3ccccc32)CC1,20,train,train
CCNC(=O)N1CC[C@@H](CN2CCC[C@@H](Cc3ccc(F)cc3)C2)[C@H](NC(=O)Nc2nc(C)c(C(C)=O)s2)C1,1.1,train,train
CC(=O)c1sc(NC(=O)N[C@@H]2CCN(CC3CC3)C[C@H]2CN2CCC[C@@H](Cc3ccc(F)cc3)C2)nc1C,0.92,train,train
CC(=O)c1sc(NC(=O)N[C@@H]2CCN(C(=O)CN(C)C)C[C@H]2CN2CCC[C@@H](Cc3ccc(F)cc3)C2)nc1C,5.1,train,train
CC(=O)c1sc(NC(=O)N[C@@H]2CS(=O)(=O)C[C@H]2CN2CCC[C@@H](Cc3ccc(F)cc3)C2)nc1C,2.1,train,train
CC(=O)c1sc(NC(=O)N[C@@H]2CNC[C@H]2CN2CCC[C@@H](Cc3ccc(F)cc3)C2)nc1C,28,train,train
CC(=O)c1sc(NC(=O)N[C@@H]2CN(C(=O)OC(C)(C)C)CC[C@H]2CN2CCC[C@@H](Cc3ccc(F)cc3)C2)nc1C,0.16,train,train
CN(C(=O)CNc1cccc(CNS(C)(=O)=O)c1)[C@H](CN1CC[C@H](O)C1)c1ccccc1,8.7,train,train
COc1cc([N+](=O)[O-])ccc1O[C@@H](c1ccccc1)[C@H]1CCNC1,5.01187,train,test
Clc1cc(Cl)cc(O[C@@H](c2ccccc2)[C@H]2CCNC2)c1,0.63096,train,train
CCn1cc(-c2ccnc3[nH]ccc23)c(-c2cccc(NC(=O)Nc3ccc(C(F)(F)F)cc3)c2)n1,5.01187,train,train
CC(C)(C)Sc1c(CC(C)(C)C(=O)O)n(Cc2ccc(Cl)cc2)c2ccc(OCc3ccc4ccccc4n3)cc12,0.011,test,train
CC(C)C(=O)N(Cc1ccc(Cl)c(Cl)c1Cl)[C@H]1CCNC1,17.6,test,train
c1cnc2c(Nc3ccc4cnccc4c3)n[nH]c2c1,3.98,train,train
COc1cccc(OC)c1/C=C/C(=O)c1ccc[nH]1,18,test,test
O=C(/C=C/c1ccccc1Cl)c1ccc[nH]1,12,test,train
c1ccc(COc2ccc3c(c2)CCN(C2CCCC2)CC3)cc1,0.6,train,train
CCCCNc1nccc2[nH]c3ccccc3c12,0.007943,train,train
C=C(F)CN(CC)C(=O)[C@@]1(c2cccs2)C[C@H]1CN,6,test,train
O=c1ccc(-c2nc3cc(S(=O)(=O)C(F)(F)F)ccc3[nH]2)cn1-c1ccccc1,20,train,train
CCS(=O)(=O)c1ccc2[nH]c(-c3cc(-c4ccccc4)ccc3Cl)nc2c1,15,train,train
CCNCc1ccc(Nc2ccnc3cc(Cl)ccc23)cc1O,3.4,train,train
C[C@@]1(c2cc(NC(=O)c3cnc(OCF)cn3)ccc2F)CCC(F)(F)C(N)=N1,1,train,train
Fc1ccc(C(OCCN2CCC(CCCc3ccccc3)CC2)c2ccc(F)cc2)cc1,1.21,test,train
c1ccc2cc([C@]34CCC[C@H]3CNC4)ccc2c1,9.42,train,test
CN1C[C@H]2CCC[C@@]2(c2ccc3ccccc3c2)C1,12.8,train,train
CN[C@H]1Cc2ccccc2[C@@H](c2ccc(Cl)c(Cl)c2)C1,2.78,test,train
O=C(c1cc(F)c2[nH]ccc2c1)C1(Cc2ccccc2)CCNC1,0.075,train,train
COC(=O)N1CCC(CN2C[C@@H]3[C@@H](CNC(=O)c4nc(C(C)C)n5ccccc45)[C@@H]3C2)CC1,88.5,train,train
CS(=O)(=O)c1ccc2nc(N3CCN(C(=O)[C@@H]4CCCC[C@H]4C(=O)NC4(C#N)CC4)CC3)sc2c1,0.63096,train,test
CN(C)[C@@H]1CCN(c2ccc(Cl)c(Cl)c2)c2ccccc21,6.02,train,train
CN[C@H]1Cc2ccccc2N(c2ccc(Cl)c(Cl)c2)C1,0.1,train,train
CCSc1nc2cc(OC)ccc2[nH]1,4.93,train,train
CCCCCCSc1nc2cc(OC)ccc2[nH]1,2.61,train,train
COc1ccc2[nH]c(SCC(C)C)nc2c1,11.6,train,train
COc1ccc2[nH]c(SCc3ccc(C(C)C)cc3)nc2c1,2.05,train,test
COc1ccccc1N1CCN(C(=O)c2cc(-c3ccc(Cl)cc3)nn2C)CC1,29,test,train
CCC(=O)N1CC[C@H](N(Cc2cc(F)ccc2C)c2ccc(C#N)c(Cl)c2)C1,16,test,train
C[C@H](O)C(=O)N1CC[C@H](N(Cc2ccccc2C(F)(F)F)c2ccc(C#N)c(Cl)c2)C1,19,test,train
CCS(=O)(=O)N1CC[C@H](N(Cc2ccccc2C(F)(F)F)c2ccc(C#N)c(Cl)c2)C1,13,test,train
CCC(=O)N1CC[C@H](N(Cc2cc(Cl)ccc2Cl)c2ccc(C#N)c(Cl)c2)C1,13,test,train
O=C(NCC1CCOCC1)c1cnc(Nc2cccc(OC(F)(F)F)c2)cc1C1CC1,24,test,test
CN(C)CCC1=C(Cc2ccc(F)cc2)c2ccccc2C1,0.3,train,train
CN1CCc2ccc(NS(=O)(=O)c3ccc(-c4ccc(Cl)cc4)cc3)cc2CC1,1.5,test,train
CCNC(=O)CN1C(=O)C(C)(c2cc(F)cc(F)c2)Oc2ccc(-c3c(N)nc(N)nc3CC)cc21,1.89,train,train
CC(=O)N1CCC(C(=O)N2C[C@H](C(=O)N(C)C(C)(C)c3cc(C(F)(F)F)cc(C(F)(F)F)c3)[C@@H](c3ccc(F)cc3C)C2)CC1,57,train,train
CC(=O)N1CCC(C(=O)N2C[C@H](C(=O)N(C)Cc3cc(C(F)(F)F)cc(C(F)(F)F)c3)[C@@H](c3ccc(F)cc3C)C2)CC1,92,train,test
CCCC1(C(=O)c2ccc3[nH]ncc3c2)CCCN1,15,train,train
Cc1cc(C(N)=O)nn1-c1cccc(-c2cc(C(F)(F)F)ccc2C(F)(F)F)c1,33,train,train
O=C(NCCN1CCC2(CC1)C(=O)NCN2c1cccc(F)c1)c1ccc(F)c(F)c1,7.9,test,train
Fc1ccc(C2CC=CCNC2)cc1Cl,6.4,train,train
CN1CC=CCC(c2ccc(Cl)c(Cl)c2)C1,10.2,train,test
Cc1cccc2nc(NC(=O)c3ccnc(C(F)(F)F)c3)n([C@@H]3CCCCN(C(=O)/C=C/CN(C)C)C3)c12,6.1,train,train
CN1CC=CCC(c2cc3ccccc3o2)C1,6.7,train,train
COc1ccc2[nH]c(SCc3ccc(I)cc3)nc2c1,0.41,train,train
CCCS(=O)(=O)NCc1ccc2c(c1)C[C@H](C(=O)N(C)[C@H](CN1CC[C@H](O)C1)c1ccccc1)O2,5.7,train,train
O=C1COc2ccc(S(=O)(=O)N3c4ccccc4COc4cc(F)ccc43)cc2N1,21.305,train,train
CC1(C)OC(=S)Nc2ccc(S(=O)(=O)N3c4ccccc4COc4cc(F)ccc43)cc21,4.1,train,train
O=C(O)CCN1CCC2(CC1)C(=O)Nc1cc(/C=C3\c4ccccc4COc4cc(F)ccc43)ccc12,29.88,test,train
CN(C)CC(=O)N1CCC2(CC1)C(=O)Nc1cc(/C=C3\c4ccccc4COc4cc(F)ccc43)ccc12,7.754,test,test
O=S1(=O)CCC(COc2ccc3c(c2)CCC2(CCN(C4CCC4)CC2)O3)CC1,11,train,train
O=C(NC1CCCCC1)c1nnc(CS(=O)(=O)c2ccccc2)o1,20,test,train
Cc1cccnc1[C@H](C)c1c(CCN(C)C)sc2ccccc12,5.5,train,train
COc1cc(CSc2nc3ccc(OC)cc3[nH]2)cc(OC)c1,9.12,train,train
COc1ccc2[nH]c(SCc3ccccn3)nc2c1,13.15,test,train
N[C@@H](CC(=O)N1CCC[C@H]1CNc1ncccn1)Cc1cc(F)c(F)cc1F,2.2,train,train
Clc1ccc([C@]23CCC[C@H]2CNC3)cc1Cl,2.47,train,test
CC(C)c1nc(CN(C)C(=O)N[C@@H](CCN2CCOCC2)C(=O)N[C@H](CCN(Cc2ccccc2)C(=O)OCc2cncs2)Cc2ccccc2)cs1,1.3,train,train
CN(C)CCc1sc2ccccc2c1Cc1ccc(F)cc1,0.2,test,train
CCN(CC)C(=O)c1ncc(C2=CC3(CCNCC3)Oc3ccccc32)cn1,21,train,train
CC(C)c1nc(C(=O)NC[C@@H]2[C@H]3CN(CC(C)(C)F)C[C@@H]23)c2ccccn12,100,train,train
CCN(CC)C(=O)c1ccc(C2=CC3(CCNCC3)Oc3ccccc32)c(O)c1,43,train,train
CC(C)c1nc(C(=O)NC2CCN(C(C)C)CC2)c2ccccn12,50.4,train,train
COCCN1CCN(C(=O)c2nc3cc(C(F)(F)F)c(C)c([N+](=O)[O-])c3s2)CC1,58.6,train,train
Clc1ccc([C@@]23CCCC[C@@H]2CNC3)cc1Cl,7.93,train,train
CCOC(=O)CCc1ccc(OCC(O)CNC(C)(C)Cc2c[nH]c3ccccc23)c(C#N)c1,2.1,train,test
COCCc1ccc(OCC(O)CNC(C)C)cc1,24,train,train
CC(C)NCC(O)COc1ccccc1,18,train,test
Cc1cccc(C)c1CNc1cc(C(=O)NCCO)cn2c(C)c(C)nc12,58,train,train
CC(C)(Cc1ccc2ccccc2c1)NC[C@@H](O)CO[C@@H](c1ccccc1CO)C1CC1,1.2,train,test
COc1cc(NC(=O)c2ccccc2F)ccc1-c1nnc(NCCCN2CCCCC2)o1,54,test,train
CCC(=O)N1CC[C@H](N(Cc2ccccc2C(F)(F)F)c2ccc(C#N)c(Cl)c2)C1,10,test,train
CC(C)(Cc1ccc2ccccc2c1)NC[C@@H](O)COc1ccc(CCC(=O)O)cc1,0.052,test,train
CN(C1CCOCC1)C1CCN(c2nc3ccccc3n2Cc2ccc(F)cc2)CC1,6.36,test,train
CN(C)CCN(C)C1CCN(c2nc3ccccc3n2Cc2ccc(F)cc2)CC1,6.134,train,test
CN(CCO)C1CCN(c2nc3ccccc3n2Cc2ccc(F)cc2)CC1,35.15,train,train
Clc1ccc([C@]23CCCC[C@H]2CNC3)cc1Cl,2.65,train,test
CCc1ccc(-c2ccc(C(=O)N(C)[C@H]3CCN(C(=O)N4CC[C@@H](NC(C)C)C4)C3)cc2)cc1,15.84893,test,train
NC(=O)C[S+]([O-])Cc1ccccc1Oc1ccc(Cl)c(Cl)c1,97.5,train,test
Cc1nc(NC(=O)CN2C(=O)OC[C@H]2C(C)C)sc1-c1ccc(N)cc1,25,train,train
CCN[C@H]1CC[C@@H](c2c[nH]c3ccc(NC(=N)c4cccs4)cc32)CC1,0.927,train,train
c1ccc2c(c1)CN[C@@H](CN(CCCN1CCN(C3CC3)CC1)[C@H]1CCCc3cccnc31)C2,6.04,train,train
Cn1ccnc1C(O)C=C(c1ccccc1)c1ccccc1,15,train,test
Nc1ccccc1-c1nc(N)c2ccccc2n1,100,train,train
CCCCCCCCCCCc1cccn1C1c2ccccc2CCc2ccccc21,5.8,train,train
O=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,1,train,train
Cc1nccn1-c1ccc(-c2cn(CC(=O)Nc3cccc(Cl)c3Cl)nn2)cn1,18,test,train
Cc1cc(O[C@H](CCCCNCc2ccc(F)cc2)C(=O)NO)cc(C)c1F,0.23,test,train
CCc1ccccc1OCC(O)CNC(C)(C)Cc1cc2ccccc2[nH]1,0.12,train,test
O=C(Cn1c(=O)sc2ccc(Cl)cc21)N1CCCC(c2ccccc2)C1CN1CCOCC1,8,train,train
O=C1COc2cc(Cl)c(Cl)cc2N1CC(=O)N1CCCC(c2ccccc2)C1CN1CCOCC1,4.8,test,train
N#CCN(CC(=O)N1CCCC(c2ccccc2)C1CN1CCOCC1)c1ccc(Cl)c(Cl)c1,3.7,train,train
N#CCN(CC(=O)N1CCCC(c2ccccc2)C1CN1CCCC1)c1ccc(Cl)c(Cl)c1,2.3,train,train
C[C@H](c1cccnc1Cl)c1c(CCN(C)C)sc2ccccc12,9.5,train,train
CCS(=O)(=O)c1ccc2[nH]c(-c3cccc(-c4ccccc4)c3Cl)nc2c1,18,train,test
Clc1ccc(C2CCCCNC2)cc1Cl,2.3,train,train
CN(C(=O)CC(=O)NCc1ccccc1)[C@H](CN1CC[C@H](O)C1)c1ccccc1,3.2,train,train
CC(=O)N1CCC(C(=O)N2C[C@H](C(=O)N(C)Cc3cc(C(F)(F)F)cc(C(F)(F)F)c3)[C@@H](c3ccccc3)C2)CC1,24,train,train
Cc1ccsc1-c1cccnc1,95.9,train,test
CN(C)Cc1ccc(-c2cccnc2)o1,100,train,train
CN(C)Cc1ccc(-c2cccnc2)s1,28.7,train,train
CC(=O)SCc1ccc(-c2cccnc2)o1,90.8,train,train
NCc1ccc(-c2cccnc2)s1,100,train,train
Fc1cccc(CN(C2CCOCC2)[C@H]2CCNC2)c1C(F)(F)F,30,train,test
Nc1ccccc1NC(=O)c1ccc(C2CCN(CCC(=O)Nc3ccccc3F)CC2)cc1,10,train,train
CC(C)(C#N)c1ccc(CCC2(C3CCCC3)CC(O)=C(Cc3cn4ccccc4n3)C(=O)O2)cc1F,0.7,train,train
CCCC1(c2ccc3[nH]ccc3c2)CCNC1,7.5,train,train
c1ccc(CC2(c3cnc4[nH]ccc4c3)CCNC2)cc1,11.5,train,test
C[N+]1(C)C2CCC1CC(OC1c3ccccc3C=Cc3ccccc31)C2,60,train,train
CC1C2C=C(C=C3c4ccccc4CCc4ccccc43)CC1CC2,0.21,train,test
CN(C)CCC1(O)c2ccccc2CCc2ccc3ccccc3c21,0.06,train,train
COc1cccc2c(C(=O)N3CCN4CCCC[C@H]4C3)cn(CC3CCCCC3)c12,13,test,train
CN1C(=N)N[C@@]2(c3cc(-c4cccc(C#N)c4)cs3)CN(c3ccc(F)cn3)C[C@H]2C1=O,6,train,train
O=C(NCC1CCC1)c1cnc(Nc2cccc(Cl)c2)nc1C(F)(F)F,22,test,train
NC1(Cc2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1,1,test,test
COc1nc(C2=NOC[C@H](c3cc4ccccc4o3)N2)ccc1-n1cnc(C)c1,2,train,train
CC(C)(C)NCc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1F,0.3,train,train
Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,0.4,test,train
CN1CC(C)(NC(=O)Nc2nc(C(C)(C)C)cs2)C(CN2CCC[C@@H](Cc3ccc(F)cc3)C2)OC1=O,40,train,test
Cn1c(-c2ccoc2)c(C2CCCCC2)c2ccc(C(=O)NC(C)(C)C(=O)Nc3ccc(/C=C/C(=O)O)cc3)cc21,9,train,train
Clc1cc(Cl)cc(O[C@H](c2ccccc2)[C@@H]2CCNC2)c1,3.98107,train,train
FC1(F)CCN(CCC2=C(Cc3cnccn3)c3ccccc3C2)C1,7.533,train,test
c1cc2[nH]ncc2cc1N1CCNCC1CC1CCOCC1,8.26,train,train
C[C@@H](c1ncccc1Cl)c1c(CCN(C)C)sc2ccccc12,1.5,train,train
CC(c1c(CCN(C)C)sc2ccccc12)n1ccnc1,100,train,train
O=C(NCc1ccncc1)c1nnc(CS(=O)(=O)c2ccccc2)o1,5.7,train,train
COC(=O)N1CC[C@H](N(Cc2ccccc2)c2ccc(C#N)c(Cl)c2)C1,7.5,test,train
COC(=O)N1CC[C@H](N(Cc2ccccc2C(F)(F)F)c2ccc(C#N)c(Cl)c2)C1,8,test,train
COC(=O)N1CC[C@H](N(Cc2ccccc2Cl)c2ccc(C#N)c(Cl)c2)C1,11,test,test
Cc1cc(-c2ccc(-c3cccc(O)c3)s2)ccc1O,1.5,train,test
N[C@@H](CC(=O)N1CCC[C@H]1CN(C1CC1)S(=O)(=O)C(F)(F)F)Cc1cc(F)c(F)cc1F,0.1,train,test
CS(=O)(=O)NC[C@@H]1CCCN1C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F,14.2,train,train
CC(F)(F)C(=O)NC[C@@H]1CCCN1C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F,3.9,train,train
N[C@@H](CC(=O)N1CCC[C@H]1CNc1ncc(F)cn1)Cc1cc(F)c(F)cc1F,0.1,train,train
N[C@@H](CC(=O)N1CCC[C@H]1CNc1ccc(C(F)(F)F)nc1)Cc1cc(F)c(F)cc1F,5,train,train
CCc1ccc(-c2ccc(C(=O)N(C)[C@H]3CCN(C(=O)N4CC[C@@H](NC5CCC(C)(C)CC5)C4)C3)s2)cc1,3.16228,train,train
CN(C)C(=O)c1ccc(-n2nc(C(F)(F)F)c3c2CCCC3)cc1,6,train,train
C[C@@H](O[C@H]1CC[C@@H]2CN(C3=CC(=O)CC3)C[C@H]2[C@@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,35,train,train
Cc1cc(-c2c(Cl)cccc2Cl)cc2nnc(Nc3ccc(OCCN4CCCC4)cc3)nc12,33,train,train
NC[C@]1(c2cccc(Cl)c2)CC[C@H](N2CCc3c(nc(C(F)(F)F)nc3C3CC3)C2=O)CC1,10,train,train
CN1CC=C(c2c[nH]c3ccc(NC(=N)c4ccco4)cc23)CC1,20.5,test,test
CC1CC(C(=O)Nc2nc3ccc(Br)cc3s2)CC(C)(C)C1,1.6,train,train
C=CCN(CC(O)COc1ccccc1C#N)C(C)(C)Cc1cc2ccccc2[nH]1,0.04,train,train
CC(=O)Nc1ccc(-c2ccc(C(CN3CCOCC3)N(C)C(=O)CN3C(=O)COc4cc(C)c(C)cc43)cc2)cc1,30,train,train
COc1cc(/C=C/C(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,0.6,test,train
